YEAR,MO,DY,HR,T2M,QV2M
2023,10,8,15,30.18,21.24
2023,10,8,16,29.4,20.81
2023,10,8,17,27.98,21.12
2023,10,8,18,27.04,20.57
2023,10,8,19,26.67,20.26
2023,10,8,20,26.33,20.02
2023,10,8,21,26.01,19.84
2023,10,8,22,25.73,19.65
2023,10,8,23,25.44,19.53
2023,10,9,0,25.21,19.47
2023,10,9,1,25.07,19.35
2023,10,9,2,24.91,19.23
2023,10,9,3,24.81,19.1
2023,10,9,4,24.71,18.98
2023,10,9,5,24.63,18.92
2023,10,9,6,24.99,19.04
2023,10,9,7,25.72,19.35
2023,10,9,8,26.65,19.23
2023,10,9,9,27.77,19.35
2023,10,9,10,28.76,19.53
2023,10,9,11,29.31,19.53
2023,10,9,12,29.58,19.47
2023,10,9,13,29.69,19.53
2023,10,9,14,29.62,19.59
2023,10,9,15,29.39,19.84
2023,10,9,16,28.77,19.9
2023,10,9,17,27.45,20.2
2023,10,9,18,26.5,19.65
2023,10,9,19,26.25,19.41
2023,10,9,20,26.04,19.23
2023,10,9,21,25.88,18.98
2023,10,9,22,25.73,18.92
2023,10,9,23,25.5,18.86
2023,10,10,0,25.22,18.74
2023,10,10,1,24.95,18.55
2023,10,10,2,24.72,18.49
2023,10,10,3,24.53,18.43
2023,10,10,4,24.44,18.37
2023,10,10,5,24.45,18.31
2023,10,10,6,24.69,18.37
2023,10,10,7,25.62,18.68
2023,10,10,8,27.06,19.53
2023,10,10,9,28.12,19.59
2023,10,10,10,28.68,19.59
2023,10,10,11,29.25,19.96
2023,10,10,12,29.7,20.2
2023,10,10,13,29.98,20.32
2023,10,10,14,29.93,20.45
2023,10,10,15,29.68,20.94
2023,10,10,16,29.24,20.94
2023,10,10,17,27.97,21.06
2023,10,10,18,26.94,20.51
2023,10,10,19,26.55,20.2
2023,10,10,20,26.25,19.9
2023,10,10,21,25.97,19.71
2023,10,10,22,25.73,19.53
2023,10,10,23,25.6,19.41
2023,10,11,0,25.51,19.41
2023,10,11,1,25.49,19.35
2023,10,11,2,25.49,19.35
2023,10,11,3,25.55,19.35
2023,10,11,4,25.65,19.35
2023,10,11,5,25.7,19.35
2023,10,11,6,26.06,20.02
2023,10,11,7,27.52,20.94
2023,10,11,8,29.21,21.61
2023,10,11,9,30.04,21.12
2023,10,11,10,30.29,20.81
2023,10,11,11,30.71,20.87
2023,10,11,12,31.06,20.94
2023,10,11,13,31.33,20.87
2023,10,11,14,31.25,20.87
2023,10,11,15,30.74,21.18
2023,10,11,16,30.04,21.55
2023,10,11,17,28.55,21.48
2023,10,11,18,27.43,20.87
2023,10,11,19,26.98,20.51
2023,10,11,20,26.71,20.39
2023,10,11,21,26.53,20.32
2023,10,11,22,26.37,20.32
2023,10,11,23,26.25,20.39
2023,10,12,0,26.13,20.39
2023,10,12,1,25.98,20.26
2023,10,12,2,25.88,20.14
2023,10,12,3,25.9,20.08
2023,10,12,4,26.01,20.02
2023,10,12,5,26.15,19.9
2023,10,12,6,26.42,20.45
2023,10,12,7,27.36,20.87
2023,10,12,8,28.45,20.94
2023,10,12,9,29.3,20.69
2023,10,12,10,30.03,20.57
2023,10,12,11,30.65,20.75
2023,10,12,12,31.05,20.81
2023,10,12,13,31.21,20.69
2023,10,12,14,31.36,20.63
2023,10,12,15,31.18,20.57
2023,10,12,16,30.82,21.12
2023,10,12,17,29.73,20.81
2023,10,12,18,28.9,20.51
2023,10,12,19,28.35,20.51
2023,10,12,20,27.66,20.63
2023,10,12,21,27.15,20.69
2023,10,12,22,26.74,20.63
2023,10,12,23,26.44,20.51
2023,10,13,0,26.2,20.39
2023,10,13,1,25.99,20.32
2023,10,13,2,25.83,20.2
2023,10,13,3,25.74,20.08
2023,10,13,4,25.72,19.96
2023,10,13,5,25.77,19.78
2023,10,13,6,26.18,20.14
2023,10,13,7,27.76,20.51
2023,10,13,8,29.55,20.51
2023,10,13,9,30.68,19.53
2023,10,13,10,31.12,19.1
2023,10,13,11,31.6,19.1
2023,10,13,12,31.88,19.47
2023,10,13,13,31.98,19.59
2023,10,13,14,31.74,19.59
2023,10,13,15,31.33,19.96
2023,10,13,16,30.98,19.78
2023,10,13,17,29.76,20.26
2023,10,13,18,28.97,20.2
2023,10,13,19,28.37,20.02
2023,10,13,20,27.54,20.26
2023,10,13,21,26.87,20.26
2023,10,13,22,26.37,20.14
2023,10,13,23,25.99,20.02
2023,10,14,0,25.71,19.9
2023,10,14,1,25.49,19.84
2023,10,14,2,25.32,19.71
2023,10,14,3,25.28,19.65
2023,10,14,4,25.25,19.59
2023,10,14,5,25.21,19.47
2023,10,14,6,25.76,20.02
2023,10,14,7,27.13,20.57
2023,10,14,8,28.41,20.39
2023,10,14,9,29.19,20.26
2023,10,14,10,29.87,20.39
2023,10,14,11,30.29,20.51
2023,10,14,12,30.51,20.63
2023,10,14,13,30.55,20.87
2023,10,14,14,30.24,21.0
2023,10,14,15,29.79,21.61
2023,10,14,16,29.26,21.42
2023,10,14,17,28.17,21.73
2023,10,14,18,27.39,21.48
2023,10,14,19,27.0,21.12
2023,10,14,20,26.68,20.81
2023,10,14,21,26.4,20.63
2023,10,14,22,26.19,20.51
2023,10,14,23,26.02,20.51
2023,10,15,0,25.85,20.45
2023,10,15,1,25.7,20.32
2023,10,15,2,25.51,20.14
2023,10,15,3,25.4,19.9
2023,10,15,4,25.32,19.71
2023,10,15,5,25.34,19.53
2023,10,15,6,26.01,20.08
2023,10,15,7,27.95,20.69
2023,10,15,8,29.35,20.14
2023,10,15,9,29.84,19.84
2023,10,15,10,30.47,19.9
2023,10,15,11,30.72,19.96
2023,10,15,12,30.8,20.2
2023,10,15,13,30.65,20.45
2023,10,15,14,30.14,20.87
2023,10,15,15,29.58,21.3
2023,10,15,16,28.67,20.94
2023,10,15,17,27.45,21.12
2023,10,15,18,26.69,20.81
2023,10,15,19,26.4,20.57
2023,10,15,20,26.16,20.45
2023,10,15,21,25.95,20.26
2023,10,15,22,25.73,20.14
2023,10,15,23,25.51,19.96
2023,10,16,0,25.31,19.84
2023,10,16,1,25.17,19.71
2023,10,16,2,24.96,19.53
2023,10,16,3,24.8,19.29
2023,10,16,4,25.1,19.23
2023,10,16,5,25.36,19.17
2023,10,16,6,25.53,19.59
2023,10,16,7,26.58,19.78
2023,10,16,8,27.69,19.41
2023,10,16,9,28.72,19.29
2023,10,16,10,29.4,19.29
2023,10,16,11,29.83,19.41
2023,10,16,12,29.98,19.65
2023,10,16,13,29.9,19.78
2023,10,16,14,29.64,19.9
2023,10,16,15,29.21,20.08
2023,10,16,16,28.56,20.57
2023,10,16,17,27.55,20.57
2023,10,16,18,26.76,20.57
2023,10,16,19,26.52,20.2
2023,10,16,20,26.26,20.02
2023,10,16,21,25.97,19.9
2023,10,16,22,25.72,19.71
2023,10,16,23,25.51,19.59
2023,10,17,0,25.24,19.47
2023,10,17,1,24.97,19.29
2023,10,17,2,24.76,19.1
2023,10,17,3,24.52,18.92
2023,10,17,4,24.33,18.8
2023,10,17,5,24.26,18.68
2023,10,17,6,24.98,19.29
2023,10,17,7,26.04,19.96
2023,10,17,8,27.14,20.08
2023,10,17,9,28.13,19.84
2023,10,17,10,29.03,19.41
2023,10,17,11,29.76,19.29
2023,10,17,12,30.28,19.35
2023,10,17,13,30.55,19.47
2023,10,17,14,30.55,19.59
2023,10,17,15,30.18,19.84
2023,10,17,16,29.28,20.08
2023,10,17,17,27.92,20.63
2023,10,17,18,27.01,20.69
2023,10,17,19,26.57,20.45
2023,10,17,20,26.23,20.32
2023,10,17,21,25.96,20.2
2023,10,17,22,25.75,20.08
2023,10,17,23,25.66,20.02
2023,10,18,0,25.54,19.96
2023,10,18,1,25.4,19.9
2023,10,18,2,25.23,19.71
2023,10,18,3,24.95,19.47
2023,10,18,4,24.76,19.23
2023,10,18,5,24.7,19.04
2023,10,18,6,25.19,19.41
2023,10,18,7,26.39,19.53
2023,10,18,8,27.33,19.29
2023,10,18,9,28.14,19.23
2023,10,18,10,28.91,19.1
2023,10,18,11,29.53,19.04
2023,10,18,12,29.88,18.98
2023,10,18,13,30.04,18.98
2023,10,18,14,29.83,18.98
2023,10,18,15,29.38,19.53
2023,10,18,16,28.68,19.29
2023,10,18,17,27.56,20.08
2023,10,18,18,27.15,19.59
2023,10,18,19,27.32,18.92
2023,10,18,20,27.38,18.43
2023,10,18,21,27.45,17.94
2023,10,18,22,27.17,18.01
2023,10,18,23,26.58,18.13
2023,10,19,0,26.03,18.13
2023,10,19,1,25.68,18.07
2023,10,19,2,25.58,17.88
2023,10,19,3,25.39,17.76
2023,10,19,4,25.14,17.76
2023,10,19,5,24.83,17.76
2023,10,19,6,25.07,18.37
2023,10,19,7,26.37,18.68
2023,10,19,8,28.46,19.23
2023,10,19,9,29.61,19.59
2023,10,19,10,30.34,19.71
2023,10,19,11,30.86,19.78
2023,10,19,12,31.07,19.71
2023,10,19,13,31.08,19.65
2023,10,19,14,30.8,19.71
2023,10,19,15,30.63,20.08
2023,10,19,16,29.89,19.47
2023,10,19,17,28.79,20.39
2023,10,19,18,27.98,20.32
2023,10,19,19,27.48,20.02
2023,10,19,20,27.1,19.65
2023,10,19,21,26.76,19.35
2023,10,19,22,26.4,19.17
2023,10,19,23,25.98,19.1
2023,10,20,0,25.64,18.98
2023,10,20,1,25.4,18.92
2023,10,20,2,25.29,18.92
2023,10,20,3,25.23,19.04
2023,10,20,4,25.01,19.17
2023,10,20,5,24.8,19.04
2023,10,20,6,25.01,19.29
2023,10,20,7,25.7,19.47
2023,10,20,8,26.94,19.84
2023,10,20,9,28.33,20.08
2023,10,20,10,29.27,19.96
2023,10,20,11,29.9,19.9
2023,10,20,12,30.08,19.84
2023,10,20,13,30.21,19.9
2023,10,20,14,30.08,20.02
2023,10,20,15,29.81,20.45
2023,10,20,16,29.25,20.94
2023,10,20,17,27.87,21.06
2023,10,20,18,26.91,20.51
2023,10,20,19,26.51,20.2
2023,10,20,20,26.3,20.14
2023,10,20,21,26.06,20.08
2023,10,20,22,25.88,20.02
2023,10,20,23,25.73,19.9
2023,10,21,0,25.57,19.78
2023,10,21,1,25.43,19.65
2023,10,21,2,25.21,19.53
2023,10,21,3,25.01,19.35
2023,10,21,4,24.79,19.23
2023,10,21,5,24.62,19.04
2023,10,21,6,25.22,19.35
2023,10,21,7,26.46,20.02
2023,10,21,8,27.9,20.08
2023,10,21,9,28.87,20.14
2023,10,21,10,29.46,20.32
2023,10,21,11,29.92,20.45
2023,10,21,12,30.08,20.39
2023,10,21,13,30.12,20.26
2023,10,21,14,30.09,20.14
2023,10,21,15,29.8,20.26
2023,10,21,16,29.23,20.57
2023,10,21,17,27.79,20.81
2023,10,21,18,26.68,20.39
2023,10,21,19,26.3,20.14
2023,10,21,20,26.05,20.08
2023,10,21,21,25.85,19.96
2023,10,21,22,25.75,19.96
2023,10,21,23,25.73,19.96
2023,10,22,0,25.65,19.9
2023,10,22,1,25.55,19.71
2023,10,22,2,25.51,19.41
2023,10,22,3,25.38,19.17
2023,10,22,4,25.29,19.04
2023,10,22,5,25.01,18.92
2023,10,22,6,25.14,19.29
2023,10,22,7,26.22,19.71
2023,10,22,8,27.53,19.84
2023,10,22,9,28.69,19.96
2023,10,22,10,29.37,20.08
2023,10,22,11,29.84,20.14
2023,10,22,12,30.12,20.08
2023,10,22,13,30.25,20.02
2023,10,22,14,30.13,20.02
2023,10,22,15,29.67,20.39
2023,10,22,16,29.01,20.81
2023,10,22,17,27.76,21.06
2023,10,22,18,26.82,20.69
2023,10,22,19,26.44,20.45
2023,10,22,20,26.18,20.32
2023,10,22,21,25.95,20.2
2023,10,22,22,25.78,20.14
2023,10,22,23,25.71,20.08
2023,10,23,0,25.57,19.96
2023,10,23,1,25.42,19.78
2023,10,23,2,25.15,19.53
2023,10,23,3,24.88,19.23
2023,10,23,4,24.55,18.8
2023,10,23,5,24.15,18.25
2023,10,23,6,24.37,18.07
2023,10,23,7,25.65,17.58
2023,10,23,8,28.75,15.14
2023,10,23,9,30.31,15.08
2023,10,23,10,30.67,15.69
2023,10,23,11,30.93,16.17
2023,10,23,12,30.75,16.54
2023,10,23,13,30.52,16.91
2023,10,23,14,30.2,17.15
2023,10,23,15,29.76,17.58
2023,10,23,16,29.26,17.64
2023,10,23,17,27.89,18.37
2023,10,23,18,27.13,18.01
2023,10,23,19,26.94,17.58
2023,10,23,20,26.8,17.09
2023,10,23,21,26.72,16.6
2023,10,23,22,26.5,16.42
2023,10,23,23,26.26,16.11
2023,10,24,0,25.45,16.24
2023,10,24,1,24.62,16.72
2023,10,24,2,24.04,17.03
2023,10,24,3,23.72,17.09
2023,10,24,4,23.51,17.09
2023,10,24,5,23.43,17.15
2023,10,24,6,23.94,17.76
2023,10,24,7,24.89,18.19
2023,10,24,8,26.59,18.25
2023,10,24,9,28.82,17.82
2023,10,24,10,30.11,17.94
2023,10,24,11,30.84,18.19
2023,10,24,12,31.24,18.43
2023,10,24,13,31.33,18.49
2023,10,24,14,31.25,18.37
2023,10,24,15,30.99,18.25
2023,10,24,16,30.36,18.86
2023,10,24,17,29.27,18.74
2023,10,24,18,27.69,19.29
2023,10,24,19,26.8,19.41
2023,10,24,20,26.21,19.17
2023,10,24,21,25.83,19.1
2023,10,24,22,25.51,19.1
2023,10,24,23,25.27,19.1
2023,10,25,0,25.07,19.1
2023,10,25,1,24.88,19.04
2023,10,25,2,24.74,18.98
2023,10,25,3,24.77,18.92
2023,10,25,4,24.9,18.86
2023,10,25,5,24.98,18.8
2023,10,25,6,25.24,19.23
2023,10,25,7,26.49,20.14
2023,10,25,8,27.82,20.26
2023,10,25,9,28.68,19.78
2023,10,25,10,29.3,19.9
2023,10,25,11,29.68,20.08
2023,10,25,12,29.89,20.2
2023,10,25,13,29.91,20.26
2023,10,25,14,29.66,20.26
2023,10,25,15,29.2,20.63
2023,10,25,16,28.4,20.08
2023,10,25,17,27.05,20.2
2023,10,25,18,26.16,19.78
2023,10,25,19,25.76,19.41
2023,10,25,20,25.42,19.17
2023,10,25,21,25.13,18.92
2023,10,25,22,24.9,18.74
2023,10,25,23,24.79,18.43
2023,10,26,0,24.73,18.19
2023,10,26,1,24.57,17.94
2023,10,26,2,24.34,17.82
2023,10,26,3,24.12,17.64
2023,10,26,4,23.76,17.52
2023,10,26,5,23.49,17.33
2023,10,26,6,24.17,18.01
2023,10,26,7,25.81,18.8
2023,10,26,8,27.56,19.04
2023,10,26,9,28.77,19.1
2023,10,26,10,29.44,19.23
2023,10,26,11,29.87,19.35
2023,10,26,12,30.2,19.41
2023,10,26,13,30.4,19.47
2023,10,26,14,30.29,19.35
2023,10,26,15,29.8,19.53
2023,10,26,16,29.22,20.08
2023,10,26,17,27.9,20.32
2023,10,26,18,26.75,20.2
2023,10,26,19,26.2,19.78
2023,10,26,20,25.83,19.47
2023,10,26,21,25.53,19.29
2023,10,26,22,25.25,19.17
2023,10,26,23,25.0,18.98
2023,10,27,0,24.77,18.86
2023,10,27,1,24.58,18.68
2023,10,27,2,24.42,18.55
2023,10,27,3,24.3,18.43
2023,10,27,4,24.21,18.31
2023,10,27,5,24.24,18.19
2023,10,27,6,24.87,18.74
2023,10,27,7,26.53,19.59
2023,10,27,8,27.67,19.1
2023,10,27,9,28.62,18.98
2023,10,27,10,29.28,19.04
2023,10,27,11,29.7,19.1
2023,10,27,12,29.9,19.17
2023,10,27,13,29.91,19.17
2023,10,27,14,29.83,19.23
2023,10,27,15,29.63,19.47
2023,10,27,16,29.48,19.9
2023,10,27,17,28.5,19.59
2023,10,27,18,28.27,18.55
2023,10,27,19,28.22,18.25
2023,10,27,20,27.89,18.43
2023,10,27,21,27.19,18.37
2023,10,27,22,26.72,18.43
2023,10,27,23,26.05,18.98
2023,10,28,0,25.44,19.17
2023,10,28,1,25.14,18.86
2023,10,28,2,24.92,18.86
2023,10,28,3,24.81,19.04
2023,10,28,4,24.82,19.04
2023,10,28,5,24.75,18.98
2023,10,28,6,25.08,19.29
2023,10,28,7,26.05,19.71
2023,10,28,8,27.39,20.02
2023,10,28,9,28.72,19.9
2023,10,28,10,29.69,19.78
2023,10,28,11,30.32,19.71
2023,10,28,12,30.73,19.71
2023,10,28,13,30.87,19.59
2023,10,28,14,30.76,19.59
2023,10,28,15,30.27,20.14
2023,10,28,16,29.55,20.08
2023,10,28,17,27.93,20.45
2023,10,28,18,26.86,20.2
2023,10,28,19,26.39,19.9
2023,10,28,20,26.11,19.84
2023,10,28,21,25.91,19.84
2023,10,28,22,25.77,19.84
2023,10,28,23,25.65,19.84
2023,10,29,0,25.53,19.78
2023,10,29,1,25.4,19.71
2023,10,29,2,25.29,19.65
2023,10,29,3,25.22,19.53
2023,10,29,4,25.22,19.41
2023,10,29,5,25.27,19.35
2023,10,29,6,25.69,19.78
2023,10,29,7,27.2,20.32
2023,10,29,8,29.3,20.26
2023,10,29,9,30.05,19.78
2023,10,29,10,30.37,19.47
2023,10,29,11,30.67,19.53
2023,10,29,12,30.99,19.65
2023,10,29,13,31.07,19.53
2023,10,29,14,30.96,19.47
2023,10,29,15,30.76,20.02
2023,10,29,16,30.18,19.65
2023,10,29,17,28.55,20.94
2023,10,29,18,27.31,20.57
2023,10,29,19,26.63,20.08
2023,10,29,20,26.19,19.84
2023,10,29,21,25.91,19.78
2023,10,29,22,25.7,19.78
2023,10,29,23,25.51,19.71
2023,10,30,0,25.3,19.59
2023,10,30,1,25.05,19.35
2023,10,30,2,24.83,19.17
2023,10,30,3,24.64,18.98
2023,10,30,4,24.56,18.86
2023,10,30,5,24.6,18.74
2023,10,30,6,25.15,19.29
2023,10,30,7,26.6,19.78
2023,10,30,8,28.09,20.14
2023,10,30,9,29.58,20.2
2023,10,30,10,30.63,20.2
2023,10,30,11,30.98,20.26
2023,10,30,12,30.94,20.45
2023,10,30,13,30.67,20.63
2023,10,30,14,30.46,21.0
2023,10,30,15,30.11,21.12
2023,10,30,16,29.44,20.63
2023,10,30,17,27.96,21.18
2023,10,30,18,27.11,20.69
2023,10,30,19,26.74,20.51
2023,10,30,20,26.56,20.2
2023,10,30,21,26.68,19.71
2023,10,30,22,26.48,19.35
2023,10,30,23,25.94,19.17
2023,10,31,0,25.15,19.04
2023,10,31,1,24.65,18.92
2023,10,31,2,24.31,18.86
2023,10,31,3,24.06,18.74
2023,10,31,4,23.89,18.55
2023,10,31,5,23.73,18.37
2023,10,31,6,24.5,18.8
2023,10,31,7,26.05,19.47
2023,10,31,8,27.79,19.41
2023,10,31,9,28.97,19.47
2023,10,31,10,29.52,19.84
2023,10,31,11,29.73,19.78
2023,10,31,12,29.83,19.41
2023,10,31,13,29.89,19.23
2023,10,31,14,30.02,19.41
2023,10,31,15,30.2,19.9
2023,10,31,16,29.23,19.65
2023,10,31,17,27.73,20.51
2023,10,31,18,27.13,19.96
2023,10,31,19,26.76,19.71
2023,10,31,20,26.25,19.59
2023,10,31,21,25.83,19.47
2023,10,31,22,25.55,19.35
2023,10,31,23,25.25,19.23
2023,11,1,0,24.93,19.04
2023,11,1,1,24.74,18.86
2023,11,1,2,24.42,18.62
2023,11,1,3,24.11,18.31
2023,11,1,4,23.79,18.01
2023,11,1,5,23.51,17.7
2023,11,1,6,24.09,18.07
2023,11,1,7,25.46,18.92
2023,11,1,8,27.35,19.35
2023,11,1,9,29.14,19.41
2023,11,1,10,30.47,19.41
2023,11,1,11,31.32,19.53
2023,11,1,12,31.75,19.65
2023,11,1,13,31.69,19.84
2023,11,1,14,31.28,20.14
2023,11,1,15,30.69,20.69
2023,11,1,16,29.63,20.26
2023,11,1,17,27.98,20.75
2023,11,1,18,26.95,20.39
2023,11,1,19,26.47,20.02
2023,11,1,20,26.04,19.78
2023,11,1,21,25.66,19.53
2023,11,1,22,25.37,19.29
2023,11,1,23,25.22,19.1
2023,11,2,0,25.06,18.86
2023,11,2,1,24.64,18.68
2023,11,2,2,24.23,18.55
2023,11,2,3,24.01,18.37
2023,11,2,4,23.86,18.25
2023,11,2,5,23.76,18.07
2023,11,2,6,24.54,18.68
2023,11,2,7,26.19,19.41
2023,11,2,8,28.11,19.29
2023,11,2,9,29.56,18.92
2023,11,2,10,30.37,19.04
2023,11,2,11,30.71,19.04
2023,11,2,12,30.68,19.04
2023,11,2,13,30.48,19.04
2023,11,2,14,30.21,19.29
2023,11,2,15,30.15,19.41
2023,11,2,16,29.51,18.74
2023,11,2,17,28.12,19.9
2023,11,2,18,27.1,19.59
2023,11,2,19,26.71,19.17
2023,11,2,20,26.61,18.62
2023,11,2,21,26.58,18.19
2023,11,2,22,26.6,17.7
2023,11,2,23,26.36,17.58
2023,11,3,0,25.71,17.82
2023,11,3,1,25.03,18.13
2023,11,3,2,24.56,18.13
2023,11,3,3,24.31,18.07
2023,11,3,4,24.14,18.01
2023,11,3,5,24.05,18.01
2023,11,3,6,24.56,18.43
2023,11,3,7,25.73,18.98
2023,11,3,8,27.83,19.47
2023,11,3,9,29.52,19.53
2023,11,3,10,30.59,19.47
2023,11,3,11,30.98,19.65
2023,11,3,12,31.02,19.84
2023,11,3,13,30.86,19.9
2023,11,3,14,30.53,19.9
2023,11,3,15,30.02,20.26
2023,11,3,16,29.41,20.32
2023,11,3,17,27.95,20.75
2023,11,3,18,26.9,20.39
2023,11,3,19,26.43,20.02
2023,11,3,20,26.07,19.78
2023,11,3,21,25.76,19.53
2023,11,3,22,25.5,19.41
2023,11,3,23,25.31,19.29
2023,11,4,0,25.17,19.23
2023,11,4,1,25.08,19.1
2023,11,4,2,25.18,19.23
2023,11,4,3,25.3,19.29
2023,11,4,4,25.34,19.29
2023,11,4,5,25.28,19.1
2023,11,4,6,25.44,19.47
2023,11,4,7,26.3,19.71
2023,11,4,8,27.76,19.96
2023,11,4,9,28.9,19.96
2023,11,4,10,29.55,20.02
2023,11,4,11,29.93,20.2
2023,11,4,12,30.15,20.26
2023,11,4,13,30.23,20.2
2023,11,4,14,30.12,20.08
2023,11,4,15,29.87,20.26
2023,11,4,16,29.56,20.26
2023,11,4,17,28.53,20.51
2023,11,4,18,27.73,20.14
2023,11,4,19,27.15,20.08
2023,11,4,20,26.63,20.02
2023,11,4,21,26.15,19.9
2023,11,4,22,25.77,19.71
2023,11,4,23,25.48,19.65
2023,11,5,0,25.27,19.53
2023,11,5,1,25.08,19.53
2023,11,5,2,24.97,19.47
2023,11,5,3,25.05,19.41
2023,11,5,4,25.21,19.29
2023,11,5,5,25.19,19.17
2023,11,5,6,25.56,19.65
2023,11,5,7,27.0,20.26
2023,11,5,8,28.5,20.45
2023,11,5,9,29.87,20.57
2023,11,5,10,30.84,20.75
2023,11,5,11,31.45,20.75
2023,11,5,12,31.73,20.69
2023,11,5,13,31.68,20.51
2023,11,5,14,31.44,20.63
2023,11,5,15,31.26,21.42
2023,11,5,16,30.29,20.69
2023,11,5,17,28.66,21.67
2023,11,5,18,27.59,21.36
2023,11,5,19,27.12,21.06
2023,11,5,20,26.83,20.94
2023,11,5,21,26.67,20.94
2023,11,5,22,26.53,20.94
2023,11,5,23,26.42,20.94
2023,11,6,0,26.35,20.81
2023,11,6,1,26.44,20.63
2023,11,6,2,26.43,20.45
2023,11,6,3,26.29,20.26
2023,11,6,4,26.02,19.96
2023,11,6,5,25.61,19.71
2023,11,6,6,25.75,20.08
2023,11,6,7,26.57,20.45
2023,11,6,8,27.63,20.81
2023,11,6,9,28.77,20.63
2023,11,6,10,29.55,20.39
2023,11,6,11,30.2,20.32
2023,11,6,12,30.6,20.14
2023,11,6,13,30.81,19.96
2023,11,6,14,30.73,19.9
2023,11,6,15,30.4,20.32
2023,11,6,16,29.58,20.02
2023,11,6,17,27.62,20.26
2023,11,6,18,26.54,19.84
2023,11,6,19,26.08,19.65
2023,11,6,20,25.8,19.65
2023,11,6,21,25.58,19.71
2023,11,6,22,25.35,19.59
2023,11,6,23,25.07,19.41
2023,11,7,0,24.73,19.1
2023,11,7,1,24.32,18.62
2023,11,7,2,23.81,18.25
2023,11,7,3,23.38,18.01
2023,11,7,4,23.16,17.82
2023,11,7,5,23.07,17.7
2023,11,7,6,24.02,18.31
2023,11,7,7,25.84,19.17
2023,11,7,8,27.58,19.04
2023,11,7,9,29.17,18.37
2023,11,7,10,30.14,18.13
2023,11,7,11,30.53,18.13
2023,11,7,12,30.33,18.13
2023,11,7,13,29.74,18.19
2023,11,7,14,29.08,18.43
2023,11,7,15,28.4,18.68
2023,11,7,16,27.9,18.43
2023,11,7,17,27.01,18.07
2023,11,7,18,26.33,18.25
2023,11,7,19,25.63,18.98
2023,11,7,20,25.03,18.55
2023,11,7,21,24.71,18.37
2023,11,7,22,24.61,18.31
2023,11,7,23,24.48,18.19
2023,11,8,0,24.15,18.07
2023,11,8,1,23.81,17.82
2023,11,8,2,23.55,17.64
2023,11,8,3,23.32,17.52
2023,11,8,4,23.15,17.46
2023,11,8,5,23.05,17.4
2023,11,8,6,23.8,17.88
2023,11,8,7,25.48,18.62
2023,11,8,8,27.44,19.1
2023,11,8,9,29.12,19.1
2023,11,8,10,30.11,19.35
2023,11,8,11,30.65,19.65
2023,11,8,12,30.89,19.9
2023,11,8,13,30.84,20.02
2023,11,8,14,30.6,20.2
2023,11,8,15,30.06,20.81
2023,11,8,16,28.98,20.51
2023,11,8,17,27.37,20.57
2023,11,8,18,26.62,20.14
2023,11,8,19,26.35,20.14
2023,11,8,20,26.12,20.14
2023,11,8,21,25.84,19.96
2023,11,8,22,25.51,19.71
2023,11,8,23,25.18,19.41
2023,11,9,0,24.86,19.04
2023,11,9,1,24.58,18.8
2023,11,9,2,24.37,18.55
2023,11,9,3,24.21,18.43
2023,11,9,4,24.02,18.31
2023,11,9,5,23.93,18.25
2023,11,9,6,24.55,18.68
2023,11,9,7,25.89,19.53
2023,11,9,8,27.67,20.26
2023,11,9,9,29.09,20.39
2023,11,9,10,30.12,20.57
2023,11,9,11,30.87,20.75
2023,11,9,12,31.3,20.75
2023,11,9,13,31.5,20.75
2023,11,9,14,31.39,20.63
2023,11,9,15,30.93,20.63
2023,11,9,16,30.05,21.18
2023,11,9,17,28.31,21.24
2023,11,9,18,27.23,20.94
2023,11,9,19,26.74,20.63
2023,11,9,20,26.4,20.45
2023,11,9,21,26.15,20.39
2023,11,9,22,25.91,20.26
2023,11,9,23,25.65,20.08
2023,11,10,0,25.41,19.9
2023,11,10,1,25.22,19.71
2023,11,10,2,25.07,19.53
2023,11,10,3,24.94,19.35
2023,11,10,4,24.78,19.17
2023,11,10,5,24.62,18.98
2023,11,10,6,24.96,19.17
2023,11,10,7,25.8,19.53
2023,11,10,8,26.66,19.78
2023,11,10,9,27.65,19.47
2023,11,10,10,28.37,19.04
2023,11,10,11,28.94,18.98
2023,11,10,12,29.3,19.1
2023,11,10,13,29.28,19.17
2023,11,10,14,28.97,19.29
2023,11,10,15,28.51,19.65
2023,11,10,16,28.08,19.78
2023,11,10,17,27.07,20.2
2023,11,10,18,26.23,19.9
2023,11,10,19,25.89,19.78
2023,11,10,20,25.68,19.71
2023,11,10,21,25.52,19.65
2023,11,10,22,25.36,19.65
2023,11,10,23,25.16,19.53
2023,11,11,0,25.02,19.41
2023,11,11,1,25.1,19.29
2023,11,11,2,25.25,19.17
2023,11,11,3,25.12,19.04
2023,11,11,4,24.76,18.86
2023,11,11,5,24.44,18.68
2023,11,11,6,24.85,19.04
2023,11,11,7,25.97,19.65
2023,11,11,8,27.42,19.9
2023,11,11,9,28.95,19.47
2023,11,11,10,29.55,19.04
2023,11,11,11,29.86,19.17
2023,11,11,12,30.1,19.47
2023,11,11,13,30.23,19.78
2023,11,11,14,30.11,20.08
2023,11,11,15,29.62,20.45
2023,11,11,16,28.79,20.81
2023,11,11,17,27.4,20.75
2023,11,11,18,26.63,20.32
2023,11,11,19,26.34,20.2
2023,11,11,20,26.06,20.08
